order_id,order_date,customer_id,product_id,region,sales,quantity,discount,profit
O00387,2023-05-08,C0127,P0015,West,2414.13,3,0.09,664.77
O00388,2022-04-09,C0106,P0046,South,3793.32,5,0.2,59.46
O00389,2023-09-18,C0056,P0013,East,2762.82,2,0.25,728.28
O00390,2022-02-13,C0023,P0001,East,849.87,2,0.15,159.11
O00391,2023-04-05,C0049,P0045,North,4600.44,2,0.15,-193.25
O00392,2023-10-17,C0153,P0040,East,1037.1,1,0.22,461.94
O00393,2022-11-05,C0058,P0039,East,889.85,2,0.17,242.59
O00394,2023-10-29,C0184,P0047,East,4851.79,5,0.29,424.31
O00395,2022-08-29,C0054,P0036,South,3214.06,5,0.06,-145.33
O00396,2022-12-27,C0029,P0005,West,4814.03,5,0.02,389.95
O00397,2022-08-21,C0010,P0004,West,4563.49,5,0.25,59.84
O00398,2023-08-12,C0052,P0044,South,3373.59,1,0.13,96.29
O00399,2023-02-15,C0021,P0001,East,1220.83,3,0.07,-134.25
O00400,2022-04-14,C0054,P0032,East,4437.77,2,0.08,246.99
O00401,2022-04-04,C0121,P0036,North,3029.06,5,0.04,473.35
O00402,2023-06-28,C0016,P0008,East,4482.4,4,0.19,-191.28
O00403,2022-06-21,C0112,P0014,North,4614.43,4,0.14,361.95
O00404,2022-03-16,C0161,P0032,North,2268.28,1,0.3,273.43
O00405,2023-05-21,C0083,P0027,East,3844.95,1,0.19,287.36
O00406,2023-07-13,C0167,P0036,East,2132.5,5,0.24,9.92
O00407,2023-05-21,C0031,P0050,North,2615.05,5,0.23,178.03
O00408,2022-10-30,C0099,P0046,West,1892.62,1,0.23,741.09
O00409,2022-08-23,C0095,P0035,North,2638.17,3,0.1,326.12
O00410,2022-10-27,C0110,P0024,West,3585.72,5,0.09,411.13
O00411,2022-04-16,C0130,P0022,West,3105.69,5,0.18,642.96
O00412,2022-05-29,C0092,P0033,West,1579.39,1,0.17,648.7
O00413,2023-05-11,C0161,P0005,West,573.2,2,0.09,497.29
O00414,2022-02-01,C0171,P0011,South,4511.08,3,0.25,503.59
O00415,2023-05-30,C0090,P0016,East,3598.59,3,0.04,210.37
O00416,2022-03-26,C0177,P0034,West,2025.59,1,0.26,513.34
O00417,2023-08-22,C0155,P0021,North,4876.91,2,0.09,565.02
O00418,2023-08-20,C0173,P0023,West,1131.24,2,0.17,757.88
O00419,2022-05-08,C0114,P0007,East,2682.49,2,0.15,15.06
O00420,2023-02-03,C0079,P0002,South,3266.19,2,0.14,418.55
O00421,2023-02-12,C0196,P0043,East,2354.36,2,0.21,308.07
O00422,2022-11-11,C0119,P0001,East,3772.3,2,0.01,43.42
O00423,2023-10-18,C0051,P0003,East,3057.45,3,0.05,122.11
O00424,2023-04-21,C0009,P0048,North,4479.32,4,0.03,589.64
O00425,2022-07-21,C0041,P0003,West,4689.58,5,0.17,777.22
O00426,2022-05-09,C0171,P0023,East,3127.19,5,0.08,38.42
O00427,2023-04-22,C0054,P0003,North,4831.03,4,0.11,244.79
O00428,2022-12-31,C0082,P0010,West,2862.67,3,0.24,21.61
O00429,2023-08-01,C0192,P0005,West,1558.94,2,0.22,572.16
O00430,2022-12-01,C0138,P0023,South,1122.32,2,0.23,675.02
O00431,2023-09-22,C0171,P0050,West,2727.45,1,0.28,751.61
O00432,2023-04-23,C0046,P0044,East,520.77,2,0.07,548.76
O00433,2023-01-21,C0068,P0038,West,3477.79,2,0.18,-47.4
O00434,2022-08-05,C0006,P0007,North,2356.45,4,0.22,-90.57
O00435,2023-04-23,C0018,P0031,East,2074.08,2,0.02,732.03
O00436,2023-01-30,C0029,P0009,North,981.68,3,0.23,447.86
O00437,2022-08-08,C0156,P0033,South,1327.85,3,0.15,700.31
O00438,2022-08-24,C0112,P0045,East,3969.48,3,0.18,230.84
O00439,2022-10-01,C0103,P0017,North,4937.87,1,0.15,516.86
O00440,2022-07-03,C0068,P0009,South,660.17,4,0.02,119.29
O00441,2023-08-08,C0091,P0038,West,2368.76,3,0.24,715.76
O00442,2023-03-18,C0163,P0045,North,895.8,5,0.23,51.54
O00443,2023-03-04,C0186,P0024,East,1658.91,3,0.19,-138.61
O00444,2023-06-24,C0118,P0018,West,2251.18,1,0.15,-121.7
O00445,2023-02-25,C0161,P0027,East,2649.18,5,0.14,286.27
O00446,2023-09-07,C0169,P0029,South,2403.96,5,0.25,275.39
O00447,2022-12-01,C0168,P0009,East,3954.49,4,0.09,-35.84
O00448,2023-08-15,C0008,P0011,East,1158.44,3,0.26,780.08
O00449,2023-10-08,C0035,P0020,West,1329.6,2,0.1,528.46
O00450,2023-01-02,C0199,P0026,South,2297.86,5,0.24,490.24
O00451,2022-03-17,C0130,P0027,South,2175.57,2,0.1,-66.69
O00452,2022-05-02,C0144,P0049,North,883.57,5,0.29,253.84
O00453,2023-03-04,C0098,P0005,West,4291.5,1,0.24,-142.31
O00454,2022-08-04,C0092,P0024,West,3869.02,1,0.18,728.3
O00455,2023-03-05,C0137,P0049,North,1771.2,5,0.09,222.28
O00456,2022-05-05,C0064,P0039,South,3328.56,4,0.05,101.91
O00457,2022-05-02,C0096,P0041,West,2283.21,2,0.26,379.37
O00458,2023-07-26,C0109,P0013,East,949.31,4,0.29,436.06
O00459,2022-04-11,C0052,P0044,West,4521.21,2,0.19,497.65
O00460,2023-03-15,C0126,P0041,West,4198.23,1,0.3,-18.29
O00461,2023-05-27,C0118,P0013,North,3148.77,3,0.15,79.83
O00462,2022-04-12,C0160,P0006,North,954.08,1,0.23,-98.59
O00463,2022-03-05,C0189,P0039,North,867.62,3,0.27,374.02
O00464,2022-05-27,C0150,P0044,South,785.13,2,0.15,170.86
O00465,2022-12-17,C0016,P0041,East,4306.9,1,0.19,657.54
O00466,2022-11-17,C0112,P0042,East,1495.35,5,0.02,208.99
O00467,2022-03-01,C0116,P0034,North,1564.53,5,0.07,708.62
O00468,2023-07-09,C0063,P0049,West,3145.62,5,0.02,124.34
O00469,2023-10-25,C0138,P0040,North,2403.5,3,0.07,789.04
O00470,2023-03-16,C0040,P0013,South,3777.25,4,0.19,20.92
O00471,2023-09-04,C0085,P0009,North,1263.46,1,0.07,-101.54
O00472,2023-10-25,C0118,P0009,South,2553.12,1,0.2,-1.38
O00473,2022-07-19,C0007,P0041,North,3561.5,1,0.27,710.12
O00474,2022-09-25,C0119,P0024,South,4062.91,5,0.22,318.31
O00475,2022-11-12,C0030,P0022,North,566.46,5,0.09,569.23
O00476,2023-07-19,C0097,P0033,East,2732.26,5,0.06,478.06
O00477,2022-05-12,C0165,P0026,East,4380.77,4,0.18,593.99
O00478,2022-02-14,C0099,P0013,West,4464.43,1,0.24,646.67
O00479,2023-07-31,C0098,P0021,South,794.28,3,0.2,160.32
O00480,2022-11-11,C0170,P0049,South,2040.25,5,0.1,621.08
O00481,2023-06-05,C0034,P0046,West,3650.5,2,0.09,153.44
O00482,2023-12-02,C0136,P0029,East,4324.43,1,0.3,-65.17
O00483,2023-10-07,C0169,P0007,South,4193.12,4,0.02,65.96
O00484,2022-11-21,C0034,P0045,South,1776.98,5,0.22,643.66
O00485,2023-02-06,C0084,P0035,West,2363.47,1,0.24,345.64
O00486,2023-10-05,C0002,P0014,South,2647.41,3,0.22,656.66
O00487,2022-08-25,C0049,P0037,North,2473.2,2,0.12,645.55
O00488,2023-10-17,C0159,P0032,South,3133.97,2,0.17,440.41
O00489,2023-03-28,C0194,P0006,South,2698.31,3,0.27,-21.8
O00490,2023-09-17,C0066,P0046,North,924.84,2,0.17,733.75
O00491,2023-03-12,C0020,P0021,East,4819.85,2,0.23,341.9
O00492,2022-10-04,C0117,P0019,South,3328.82,4,0.1,217.45
O00493,2023-07-01,C0084,P0012,North,4840.28,2,0.02,-66.8
O00494,2022-10-21,C0071,P0027,West,1357.11,1,0.09,257.6
O00495,2023-04-30,C0093,P0042,West,4663.58,2,0.2,-94.48
O00496,2022-11-22,C0117,P0049,South,4283.89,4,0.02,183.11
O00497,2022-04-24,C0030,P0017,East,743.18,2,0.16,237.18
O00498,2022-06-23,C0071,P0038,West,4650.59,5,0.13,445.22
O00499,2023-04-10,C0190,P0042,South,1398.82,4,0.29,-126.56
O00500,2022-08-02,C0104,P0034,South,2583.92,5,0.09,-82.59
O00501,2022-02-17,C0064,P0005,South,3557.61,1,0.03,632.41
O00502,2022-10-02,C0098,P0011,East,3001.21,3,0.07,-88.29
O00503,2022-09-17,C0176,P0030,West,4208.01,3,0.04,-85.36
O00504,2022-07-31,C0043,P0008,East,3349.22,1,0.08,256.17
O00505,2023-02-06,C0173,P0022,North,1014.78,3,0.1,770.07
O00506,2023-01-17,C0041,P0017,East,4142.99,3,0.17,260.89
O00507,2022-05-09,C0200,P0003,West,4770.41,2,0.03,64.52
O00508,2022-10-27,C0031,P0049,North,874.21,2,0.07,321.83
O00509,2022-11-13,C0119,P0037,East,4277.75,4,0.16,302.12
O00510,2023-08-02,C0172,P0040,North,4758.06,1,0.0,90.34
O00511,2022-05-26,C0199,P0010,North,535.85,2,0.27,-81.52
O00512,2022-01-01,C0056,P0045,South,1157.17,1,0.25,186.1
O00513,2023-04-20,C0168,P0048,South,3425.96,4,0.22,403.49
O00514,2023-02-16,C0009,P0021,East,1480.84,1,0.22,422.12
O00515,2022-09-18,C0020,P0036,North,4429.99,1,0.02,343.51
O00516,2022-05-23,C0040,P0020,West,3189.08,5,0.13,-152.63
O00517,2023-06-03,C0198,P0021,West,1913.76,3,0.27,406.09
O00518,2022-11-01,C0003,P0016,South,1519.33,3,0.28,641.66
O00519,2022-10-23,C0133,P0044,West,4563.26,2,0.12,-43.51
O00520,2023-04-28,C0018,P0014,West,2915.02,4,0.23,538.05
O00521,2023-08-19,C0005,P0027,North,1926.13,4,0.04,-47.51
O00522,2023-09-22,C0172,P0033,East,4360.13,2,0.01,209.03
O00523,2022-08-24,C0142,P0005,South,2657.42,5,0.22,605.3
O00524,2022-02-11,C0152,P0038,West,3432.26,2,0.28,326.08
O00525,2023-10-09,C0168,P0050,East,3807.95,1,0.26,184.79
O00526,2022-12-09,C0134,P0030,North,1555.27,5,0.29,740.05
O00527,2022-06-17,C0007,P0040,North,3135.59,3,0.09,409.36
O00528,2022-10-13,C0054,P0048,East,2645.54,3,0.14,344.97
O00529,2022-08-05,C0156,P0029,West,647.57,1,0.08,154.14
O00530,2022-02-20,C0001,P0005,East,2716.53,1,0.18,377.47
O00531,2022-04-10,C0061,P0012,North,4092.65,1,0.06,413.52
O00532,2022-01-08,C0155,P0026,South,4083.59,4,0.02,345.52
O00533,2023-04-05,C0011,P0036,West,4593.62,4,0.01,689.43
O00534,2022-06-06,C0189,P0039,West,3417.73,2,0.21,650.29
O00535,2023-01-11,C0083,P0033,South,4807.11,4,0.19,771.37
O00536,2023-09-22,C0027,P0019,North,3734.35,3,0.1,159.19
O00537,2023-11-24,C0167,P0019,East,2712.15,1,0.06,117.56
O00538,2023-05-28,C0103,P0039,South,605.4,5,0.14,703.36
O00539,2023-02-14,C0145,P0030,South,1776.16,5,0.13,339.39
O00540,2023-06-23,C0065,P0011,South,1883.63,4,0.01,-36.44
O00541,2022-05-13,C0054,P0021,North,1744.8,1,0.03,26.99
O00542,2022-04-20,C0109,P0005,North,3528.73,5,0.07,199.82
O00543,2023-01-14,C0123,P0001,West,4009.44,4,0.27,448.68
O00544,2023-11-28,C0179,P0041,South,3492.19,5,0.21,8.4
O00545,2023-11-23,C0199,P0037,South,1752.17,1,0.18,505.98
O00546,2022-09-27,C0059,P0007,West,2419.32,5,0.06,-196.82
O00547,2022-05-05,C0052,P0027,North,3271.94,1,0.27,298.21
O00548,2022-10-09,C0030,P0006,South,3957.55,4,0.29,103.41
O00549,2022-11-07,C0010,P0013,West,1923.03,1,0.08,602.34
O00550,2023-10-12,C0111,P0010,East,1788.25,2,0.21,382.27
O00551,2023-06-28,C0165,P0012,West,3171.06,3,0.09,566.61
O00552,2022-11-21,C0159,P0030,North,3306.45,2,0.2,585.37
O00553,2023-08-21,C0150,P0048,West,1950.94,4,0.11,-88.82
O00554,2022-07-01,C0032,P0045,North,1212.02,1,0.1,796.48
O00555,2023-11-09,C0023,P0020,South,1853.95,5,0.28,626.33
O00556,2022-11-24,C0099,P0016,South,2029.97,5,0.14,241.95
O00557,2022-12-24,C0099,P0032,North,3909.65,4,0.17,346.37
O00558,2023-09-28,C0102,P0040,East,2166.23,4,0.13,732.91
O00559,2023-02-03,C0106,P0027,South,3140.39,1,0.27,740.02
O00560,2022-01-29,C0142,P0036,South,3041.81,1,0.25,604.82
O00561,2022-04-16,C0113,P0040,West,3861.82,1,0.22,692.72
O00562,2022-11-27,C0148,P0003,West,908.83,4,0.13,-166.94
O00563,2023-11-30,C0143,P0049,North,3644.5,1,0.09,658.23
O00564,2023-07-27,C0023,P0019,North,4749.36,3,0.2,206.0
O00565,2023-09-20,C0108,P0019,West,2712.65,2,0.18,701.63
O00566,2023-03-13,C0139,P0010,North,2763.01,2,0.23,793.0
O00567,2023-06-04,C0196,P0046,South,2171.12,2,0.22,11.11
O00568,2023-07-19,C0023,P0043,North,2688.55,4,0.1,338.97
O00569,2022-10-06,C0086,P0030,North,4835.31,2,0.29,-92.99
O00570,2023-05-06,C0009,P0031,North,2515.51,1,0.07,615.84
O00571,2023-10-14,C0052,P0042,East,2440.56,4,0.08,388.89
O00572,2023-07-12,C0034,P0011,North,1297.32,1,0.13,480.37
O00573,2022-05-10,C0040,P0039,East,3811.26,3,0.28,487.46
O00574,2023-01-18,C0034,P0036,South,3096.23,2,0.29,396.63
O00575,2022-11-19,C0043,P0042,North,2011.63,5,0.05,458.85
O00576,2023-08-07,C0080,P0020,North,3295.5,2,0.21,586.81
O00577,2023-04-17,C0001,P0004,West,4528.28,3,0.07,701.37
O00578,2022-08-24,C0008,P0038,West,3448.53,4,0.19,35.79
O00579,2022-12-28,C0055,P0035,West,3851.61,2,0.28,51.12
O00580,2022-05-11,C0126,P0049,East,4891.69,2,0.26,-174.34
O00581,2023-06-17,C0112,P0020,West,2575.04,3,0.11,744.36
O00582,2023-06-24,C0116,P0036,West,2459.06,2,0.29,-153.68
O00583,2023-07-19,C0177,P0020,North,3687.72,5,0.01,545.91
O00584,2022-09-13,C0149,P0020,North,1948.73,5,0.02,259.87
O00585,2022-09-12,C0107,P0002,East,612.15,5,0.03,130.17
O00586,2022-05-13,C0134,P0050,East,1986.77,2,0.27,115.1
O00587,2023-07-10,C0066,P0017,East,628.15,3,0.03,704.48
O00588,2023-02-26,C0091,P0017,West,4409.59,5,0.29,750.59
O00589,2023-05-19,C0056,P0045,South,4804.3,1,0.21,145.08
O00590,2023-08-29,C0114,P0012,West,957.38,4,0.29,572.88
O00591,2023-04-24,C0090,P0035,West,908.72,2,0.09,474.75
O00592,2022-08-01,C0160,P0001,East,2629.77,5,0.29,-170.95
O00593,2023-10-19,C0114,P0001,West,1117.11,5,0.2,795.61
O00594,2023-06-03,C0135,P0049,West,4544.23,3,0.19,690.93
O00595,2022-05-11,C0046,P0014,East,4306.03,3,0.07,-125.73
O00596,2022-11-07,C0073,P0032,North,1429.3,1,0.08,106.06
O00597,2022-10-21,C0166,P0005,South,2534.12,5,0.14,559.56
O00598,2023-01-26,C0009,P0023,East,2378.35,4,0.11,400.91
O00599,2023-02-08,C0067,P0002,South,3073.98,2,0.13,-56.49
O00600,2022-01-18,C0052,P0042,South,2061.93,2,0.17,257.73
O00601,2022-04-15,C0127,P0002,North,3404.58,1,0.0,655.82
O00602,2022-02-02,C0026,P0020,South,1572.17,4,0.23,319.81
O00603,2022-12-26,C0048,P0023,North,2158.54,3,0.15,22.04
O00604,2023-08-16,C0005,P0045,West,3226.72,3,0.19,279.52
O00605,2022-05-11,C0153,P0046,South,1259.75,1,0.19,-132.52
O00606,2023-03-01,C0098,P0023,West,657.06,5,0.29,-165.63
O00607,2023-09-20,C0128,P0045,West,4777.48,5,0.21,468.51
O00608,2022-01-05,C0092,P0024,South,3020.91,2,0.06,-106.47
O00609,2022-11-01,C0149,P0011,South,3702.22,2,0.29,661.9
O00610,2023-08-19,C0152,P0014,South,4125.15,2,0.05,88.78
O00611,2023-01-31,C0005,P0046,South,3916.14,5,0.08,34.55
O00612,2022-02-07,C0134,P0011,West,2669.16,5,0.15,727.02
O00613,2022-01-14,C0006,P0001,North,3773.81,2,0.21,564.35
O00614,2022-04-03,C0184,P0019,West,3075.63,5,0.14,22.1
O00615,2023-09-19,C0030,P0029,South,3317.05,3,0.04,311.08
O00616,2023-04-04,C0023,P0043,North,4104.83,5,0.12,211.88
O00617,2023-09-20,C0089,P0050,East,2062.87,2,0.29,-157.45
O00618,2023-03-19,C0200,P0029,North,2625.68,3,0.13,-14.57
O00619,2022-02-19,C0057,P0008,South,2300.57,3,0.08,789.14
O00620,2022-09-30,C0022,P0033,West,3395.57,2,0.23,-155.89
O00621,2023-09-29,C0104,P0039,South,503.09,4,0.14,-44.5
O00622,2023-10-31,C0196,P0027,North,1142.03,1,0.03,-107.49
O00623,2023-01-11,C0007,P0031,East,2406.46,4,0.28,-68.71
O00624,2023-09-03,C0066,P0032,North,2416.37,4,0.1,236.41
O00625,2022-10-26,C0167,P0041,West,4046.62,5,0.09,609.68
O00626,2022-10-15,C0175,P0009,East,3374.69,5,0.17,533.26
O00627,2022-10-16,C0190,P0020,East,1921.9,4,0.25,357.67
O00628,2023-06-24,C0096,P0010,West,4023.95,2,0.2,-34.7
O00629,2023-08-20,C0067,P0035,South,4950.61,4,0.28,440.44
O00630,2022-11-23,C0193,P0032,South,634.54,2,0.17,574.98
O00631,2023-09-07,C0071,P0042,South,901.38,1,0.03,560.43
O00632,2023-08-29,C0082,P0026,South,3387.09,3,0.05,333.33
O00633,2023-07-29,C0141,P0036,South,4369.66,2,0.3,-106.04
O00634,2023-03-22,C0009,P0050,West,2076.19,5,0.02,725.84
O00635,2023-09-02,C0171,P0023,South,3891.58,4,0.04,215.02
O00636,2022-04-23,C0148,P0013,East,3236.11,3,0.04,120.53
O00637,2022-01-22,C0099,P0025,North,4423.47,4,0.21,353.26
O00638,2022-02-02,C0164,P0007,West,2089.39,3,0.04,-20.79
O00639,2022-06-10,C0101,P0042,South,1042.03,2,0.19,-146.08
O00640,2023-10-20,C0146,P0007,East,994.0,3,0.22,325.77
O00641,2022-10-18,C0046,P0038,East,3003.26,4,0.04,487.68
O00642,2023-10-30,C0200,P0001,East,2767.32,3,0.19,589.16
O00643,2023-10-14,C0170,P0034,East,894.16,2,0.28,629.92
O00644,2023-06-28,C0145,P0010,North,2377.57,1,0.0,124.35
O00645,2022-07-18,C0166,P0042,South,2969.38,3,0.05,168.2
O00646,2023-05-03,C0091,P0050,South,543.38,1,0.03,368.64
O00647,2023-01-19,C0096,P0024,West,899.28,5,0.06,166.57
O00648,2023-01-24,C0197,P0014,South,2264.73,1,0.05,380.51
O00649,2022-04-27,C0119,P0013,West,3292.42,4,0.09,434.12
O00650,2023-04-12,C0074,P0043,West,2196.25,2,0.17,317.57
O00651,2023-11-26,C0013,P0039,West,1265.15,1,0.04,278.46
O00652,2022-11-28,C0083,P0018,West,2278.54,1,0.24,481.38
O00653,2023-06-23,C0035,P0038,North,4482.34,3,0.28,722.52
O00654,2022-03-04,C0161,P0039,East,3720.63,5,0.19,-174.62
O00655,2022-07-03,C0149,P0004,West,1081.48,4,0.17,145.45
O00656,2022-04-15,C0193,P0004,West,1902.18,3,0.27,218.5
O00657,2022-03-25,C0153,P0023,South,2745.52,3,0.27,750.96
O00658,2022-06-08,C0079,P0046,South,2762.98,3,0.29,448.63
O00659,2023-11-01,C0089,P0033,North,2332.93,3,0.07,48.92
O00660,2023-06-06,C0101,P0042,North,942.59,3,0.25,349.75
O00661,2022-12-10,C0133,P0034,West,3696.79,5,0.09,183.85
O00662,2023-03-02,C0119,P0048,West,1593.33,2,0.22,743.86
O00663,2023-01-01,C0174,P0028,North,1417.35,3,0.13,-78.89
O00664,2022-09-22,C0093,P0019,West,3897.5,1,0.18,93.9
O00665,2023-01-20,C0094,P0050,North,1298.5,5,0.11,-94.26
O00666,2022-05-08,C0184,P0010,West,4037.53,3,0.02,-3.75
O00667,2023-07-03,C0165,P0043,East,1280.5,1,0.06,376.47
O00668,2023-09-20,C0075,P0027,North,2855.98,5,0.07,348.42
O00669,2022-10-13,C0199,P0050,North,3684.49,2,0.02,357.38
O00670,2022-05-12,C0085,P0011,North,3241.14,2,0.01,176.25
O00671,2023-05-11,C0175,P0045,East,4101.15,3,0.3,29.01
O00672,2022-04-20,C0078,P0022,South,3184.07,2,0.05,741.48
O00673,2022-06-02,C0191,P0038,East,1936.17,2,0.16,264.31
O00674,2022-04-01,C0051,P0037,East,903.76,4,0.13,-175.96
O00675,2022-04-21,C0094,P0040,West,4690.09,5,0.06,650.66
O00676,2022-10-02,C0078,P0030,North,1571.72,2,0.12,-188.27
O00677,2022-11-24,C0141,P0016,North,3376.71,4,0.21,790.9
O00678,2022-04-18,C0138,P0011,North,2764.84,4,0.05,406.05
O00679,2022-10-23,C0094,P0028,West,2249.63,4,0.04,480.0
O00680,2022-01-26,C0110,P0007,South,3850.43,1,0.27,323.42
O00681,2022-09-11,C0161,P0039,West,1568.88,5,0.01,367.52
O00682,2023-05-17,C0012,P0021,North,4670.01,5,0.21,35.85
O00683,2023-05-31,C0087,P0048,South,4845.89,1,0.12,533.25
O00684,2023-07-13,C0171,P0013,South,2975.74,1,0.25,322.07
O00685,2023-02-02,C0179,P0030,West,2592.76,2,0.21,26.32
O00686,2022-11-29,C0045,P0020,East,794.68,5,0.3,498.01
O00687,2023-04-09,C0029,P0005,East,4826.47,4,0.13,237.28
O00688,2022-10-26,C0104,P0014,West,2191.61,3,0.1,559.45
O00689,2022-05-27,C0113,P0010,South,4532.35,1,0.1,328.09
O00690,2022-11-20,C0120,P0007,East,2097.22,2,0.11,744.88
O00691,2023-07-04,C0077,P0002,South,3727.42,3,0.29,39.79
O00692,2023-04-02,C0050,P0042,West,3556.79,4,0.13,357.4
O00693,2023-11-28,C0100,P0032,East,2522.49,1,0.07,-53.75
O00694,2022-04-27,C0071,P0041,South,1559.73,1,0.09,32.86
O00695,2022-07-05,C0136,P0036,South,856.55,5,0.11,-72.45
O00696,2022-09-02,C0189,P0036,North,2527.63,4,0.17,409.67
O00697,2022-09-25,C0021,P0017,East,864.45,2,0.05,727.34
O00698,2023-10-01,C0144,P0027,North,4095.66,5,0.23,600.05
O00699,2022-11-08,C0144,P0025,South,4967.57,4,0.25,579.2
O00700,2023-01-27,C0055,P0007,North,3911.78,5,0.13,581.82
O00701,2023-02-11,C0094,P0041,North,3293.22,5,0.25,156.46
O00702,2022-08-17,C0076,P0017,South,553.54,5,0.03,180.41
O00703,2022-12-23,C0071,P0033,West,4338.09,4,0.05,-41.17
O00704,2023-04-08,C0001,P0002,North,1236.12,4,0.05,161.58
O00705,2022-06-12,C0145,P0043,North,3800.4,3,0.12,692.95
O00706,2022-10-04,C0153,P0003,South,1920.3,1,0.02,49.66
O00707,2022-03-27,C0096,P0028,West,1251.15,2,0.12,259.19
O00708,2023-07-30,C0119,P0006,West,4386.49,1,0.21,768.22
O00709,2022-08-29,C0063,P0049,South,1031.49,1,0.3,121.57
O00710,2022-01-04,C0065,P0049,North,4682.22,4,0.03,484.14
O00711,2023-01-08,C0021,P0050,West,1624.73,4,0.06,-52.74
O00712,2023-01-07,C0027,P0044,East,2884.62,1,0.16,-82.93
O00713,2023-06-11,C0123,P0046,West,1104.98,5,0.04,430.3
O00714,2022-08-05,C0001,P0014,South,4883.97,3,0.0,669.25
O00715,2023-06-25,C0022,P0019,South,1953.65,4,0.06,486.71
O00716,2023-04-01,C0139,P0026,East,2531.67,3,0.03,644.49
O00717,2022-08-04,C0072,P0028,East,1722.21,1,0.27,656.07
O00718,2023-01-04,C0114,P0023,South,1405.23,4,0.09,748.05
O00719,2023-09-01,C0068,P0050,West,1458.21,4,0.14,740.0
O00720,2022-06-26,C0019,P0040,East,3103.3,1,0.0,436.84
O00721,2023-05-23,C0027,P0028,North,1380.42,2,0.27,351.02
O00722,2023-11-22,C0091,P0028,West,2357.43,3,0.04,569.76
O00723,2022-12-03,C0188,P0036,South,1579.49,2,0.12,508.08
O00724,2023-04-21,C0073,P0047,South,1930.19,1,0.06,757.81
O00725,2023-01-24,C0110,P0046,South,2988.83,1,0.22,267.38
O00726,2022-09-30,C0060,P0008,North,4046.19,4,0.01,123.43
O00727,2022-07-14,C0040,P0006,North,3565.73,5,0.24,686.87
O00728,2022-03-30,C0080,P0025,East,3641.52,3,0.24,39.18
O00729,2023-07-11,C0127,P0006,West,3209.73,1,0.12,752.3
O00730,2022-01-15,C0025,P0032,East,1063.1,3,0.1,339.99
O00731,2022-04-06,C0002,P0037,West,3146.45,5,0.24,229.85
O00732,2022-01-14,C0186,P0047,West,1240.58,1,0.23,-168.68
O00733,2022-12-16,C0060,P0006,West,2519.07,4,0.26,632.12
O00734,2023-03-12,C0083,P0042,North,3753.93,1,0.1,314.03
O00735,2022-03-01,C0057,P0005,West,892.38,5,0.06,656.43
O00736,2022-10-13,C0010,P0039,North,2181.05,4,0.22,181.77
O00737,2022-07-31,C0095,P0013,East,3430.29,4,0.15,661.68
O00738,2022-04-27,C0046,P0044,South,3454.49,4,0.05,-55.3
O00739,2023-01-01,C0105,P0028,North,1252.57,3,0.27,667.86
O00740,2023-07-04,C0186,P0020,North,1322.9,1,0.3,-123.13
O00741,2022-02-27,C0116,P0035,South,4621.66,2,0.2,375.35
O00742,2022-10-09,C0099,P0029,East,4139.37,1,0.03,410.01
O00743,2023-05-26,C0111,P0031,South,4360.78,1,0.22,-180.83
O00744,2023-02-16,C0010,P0048,West,4059.0,5,0.04,782.97
O00745,2022-07-18,C0061,P0002,North,1448.64,3,0.04,353.68
O00746,2023-09-09,C0042,P0008,North,1732.97,4,0.1,-124.55
O00747,2023-09-10,C0041,P0005,East,4611.83,2,0.25,162.19
O00748,2022-10-14,C0040,P0004,South,2009.99,5,0.09,31.61
O00749,2022-11-15,C0133,P0021,West,3946.16,3,0.25,130.04
O00750,2022-07-25,C0110,P0016,East,3499.48,5,0.17,301.87
O00751,2023-08-21,C0108,P0049,West,4116.89,1,0.3,777.47
O00752,2022-09-12,C0052,P0041,East,4038.72,4,0.02,632.25
O00753,2022-12-31,C0195,P0015,West,1036.1,4,0.21,-96.1
O00754,2023-11-03,C0009,P0019,North,4965.99,4,0.3,303.26
O00755,2022-08-25,C0144,P0001,North,4228.14,5,0.09,211.0
O00756,2022-09-04,C0049,P0029,East,1066.28,4,0.14,444.36
O00757,2023-10-15,C0041,P0003,North,3280.5,3,0.28,681.53
O00758,2023-11-15,C0040,P0016,East,2129.84,3,0.15,48.03
O00759,2022-08-23,C0015,P0050,North,4871.34,1,0.09,503.28
O00760,2022-07-27,C0140,P0039,East,4649.17,1,0.12,436.96
O00761,2023-04-22,C0141,P0002,West,4464.49,5,0.02,-97.5
O00762,2022-02-09,C0197,P0005,North,3176.04,1,0.1,98.3
O00763,2022-12-24,C0182,P0040,East,3142.33,4,0.01,297.0
O00764,2022-02-07,C0147,P0040,South,1497.98,3,0.22,653.77
O00765,2022-09-17,C0045,P0001,East,2628.16,5,0.09,702.72
O00766,2022-10-06,C0075,P0040,South,4098.79,3,0.19,746.42
O00767,2022-11-23,C0003,P0017,North,4447.71,4,0.13,489.38
O00768,2023-01-12,C0009,P0036,East,2420.51,4,0.07,340.75
O00769,2022-12-24,C0043,P0032,South,3188.54,5,0.12,-166.79
O00770,2023-07-12,C0071,P0050,South,3850.15,2,0.05,405.73
O00771,2022-03-24,C0185,P0033,West,2037.25,5,0.29,-168.39
O00772,2022-12-15,C0148,P0018,South,2905.68,4,0.2,690.15
O00773,2023-07-31,C0001,P0016,South,3073.39,1,0.01,-46.06
